index,filename,fecha,source,status
56,IMG_20251001_174051.jpg,20251001,Portugal,selected_for_annotation
57,IMG_20251002_162720.jpg,20251002,Portugal,selected_for_annotation
58,IMG_20251002_163605.jpg,20251002,Portugal,selected_for_annotation
59,IMG_20251002_163058.jpg,20251002,Portugal,selected_for_annotation
62,IMG_20251002_162329.jpg,20251002,Portugal,selected_for_annotation
63,IMG_20251002_163710.jpg,20251002,Portugal,selected_for_annotation
64,IMG_20251002_164116.jpg,20251002,Portugal,selected_for_annotation
66,IMG_20251002_162432.jpg,20251002,Portugal,selected_for_annotation
67,IMG_20251002_162437.jpg,20251002,Portugal,selected_for_annotation
68,IMG_20251002_163043.jpg,20251002,Portugal,selected_for_annotation
69,IMG_20251002_162255.jpg,20251002,Portugal,selected_for_annotation
70,IMG_20251002_162342.jpg,20251002,Portugal,selected_for_annotation
72,IMG_20251002_162305.jpg,20251002,Portugal,selected_for_annotation
73,IMG_20251002_162923.jpg,20251002,Portugal,selected_for_annotation
74,IMG_20251002_162516.jpg,20251002,Portugal,selected_for_annotation
75,IMG_20251002_162851.jpg,20251002,Portugal,selected_for_annotation
77,IMG_20251002_162700.jpg,20251002,Portugal,selected_for_annotation
78,IMG_20251002_164837.jpg,20251002,Portugal,selected_for_annotation
79,IMG_20251002_163123.jpg,20251002,Portugal,selected_for_annotation
80,IMG_20251002_162348.jpg,20251002,Portugal,selected_for_annotation
82,IMG_20251002_162405.jpg,20251002,Portugal,selected_for_annotation
83,IMG_20251002_163005.jpg,20251002,Portugal,selected_for_annotation
85,IMG_20251002_162649.jpg,20251002,Portugal,selected_for_annotation
86,IMG_20251002_162502.jpg,20251002,Portugal,selected_for_annotation
88,IMG_20251002_163316.jpg,20251002,Portugal,selected_for_annotation
89,IMG_20251002_164246.jpg,20251002,Portugal,selected_for_annotation
93,IMG_20251009_102748.jpg,20251009,Portugal,selected_for_annotation
95,IMG_20251009_104527.jpg,20251009,Portugal,selected_for_annotation
97,IMG_20251009_105018.jpg,20251009,Portugal,selected_for_annotation
98,IMG_20251009_104306.jpg,20251009,Portugal,selected_for_annotation
100,IMG_20251009_101215.jpg,20251009,Portugal,selected_for_annotation
101,IMG_20251009_103924.jpg,20251009,Portugal,selected_for_annotation
102,IMG_20251009_092651.jpg,20251009,Portugal,selected_for_annotation
103,IMG_20251009_103755.jpg,20251009,Portugal,selected_for_annotation
106,IMG_20251009_094850.jpg,20251009,Portugal,selected_for_annotation
107,IMG_20251009_105114.jpg,20251009,Portugal,selected_for_annotation
108,IMG_20251009_104302.jpg,20251009,Portugal,selected_for_annotation
109,IMG_20251009_101456.jpg,20251009,Portugal,selected_for_annotation
110,IMG_20251009_093329.jpg,20251009,Portugal,selected_for_annotation
113,IMG_20251009_114032.jpg,20251009,Portugal,selected_for_annotation
116,IMG_20251009_103749.jpg,20251009,Portugal,selected_for_annotation
119,IMG_20251009_101459.jpg,20251009,Portugal,selected_for_annotation
120,IMG_20251009_103338.jpg,20251009,Portugal,selected_for_annotation
121,IMG_20251009_103634.jpg,20251009,Portugal,selected_for_annotation
125,IMG_20251009_093336.jpg,20251009,Portugal,selected_for_annotation
127,IMG_20251009_101233.jpg,20251009,Portugal,selected_for_annotation
129,IMG_20251009_104345.jpg,20251009,Portugal,selected_for_annotation
130,IMG_20251009_104902.jpg,20251009,Portugal,selected_for_annotation
131,IMG_20251009_095159.jpg,20251009,Portugal,selected_for_annotation
133,IMG_20251009_101502.jpg,20251009,Portugal,selected_for_annotation
134,IMG_20251014_163116.jpg,20251014,Portugal,selected_for_annotation
135,IMG_20251014_163641.jpg,20251014,Portugal,selected_for_annotation
137,IMG_20251014_165107.jpg,20251014,Portugal,selected_for_annotation
138,IMG_20251014_163349.jpg,20251014,Portugal,selected_for_annotation
142,IMG_20251014_173521.jpg,20251014,Portugal,selected_for_annotation
143,IMG_20251014_162612.jpg,20251014,Portugal,selected_for_annotation
144,IMG_20251014_152817.jpg,20251014,Portugal,selected_for_annotation
145,IMG_20251014_163219.jpg,20251014,Portugal,selected_for_annotation
149,IMG_20251014_162005.jpg,20251014,Portugal,selected_for_annotation
150,IMG_20251014_165657.jpg,20251014,Portugal,selected_for_annotation
151,IMG_20251014_170327.jpg,20251014,Portugal,selected_for_annotation
152,IMG_20251014_165307.jpg,20251014,Portugal,selected_for_annotation
153,IMG_20251014_153500.jpg,20251014,Portugal,selected_for_annotation
154,IMG_20251014_174445.jpg,20251014,Portugal,selected_for_annotation
156,IMG_20251014_162356.jpg,20251014,Portugal,selected_for_annotation
157,IMG_20251014_172651.jpg,20251014,Portugal,selected_for_annotation
158,IMG_20251014_160559.jpg,20251014,Portugal,selected_for_annotation
159,IMG_20251014_165112.jpg,20251014,Portugal,selected_for_annotation
161,IMG_20251014_172053.jpg,20251014,Portugal,selected_for_annotation
162,IMG_20251014_164137.jpg,20251014,Portugal,selected_for_annotation
166,IMG_20251014_170646.jpg,20251014,Portugal,selected_for_annotation
167,IMG_20251014_174534.jpg,20251014,Portugal,selected_for_annotation
168,IMG_20251014_171323.jpg,20251014,Portugal,selected_for_annotation
169,IMG_20251014_174135.jpg,20251014,Portugal,selected_for_annotation
170,IMG_20251014_163251.jpg,20251014,Portugal,selected_for_annotation
172,IMG_20251014_173556.jpg,20251014,Portugal,selected_for_annotation
173,IMG_20251014_172220.jpg,20251014,Portugal,selected_for_annotation
174,IMG_20251014_172617.jpg,20251014,Portugal,selected_for_annotation
175,IMG_20251014_154023.jpg,20251014,Portugal,selected_for_annotation
176,IMG_20251014_165649.jpg,20251014,Portugal,selected_for_annotation
177,IMG_20251014_162844.jpg,20251014,Portugal,selected_for_annotation
178,IMG_20251014_164938.jpg,20251014,Portugal,selected_for_annotation
180,IMG_20251014_165313.jpg,20251014,Portugal,selected_for_annotation
181,IMG_20251014_174251.jpg,20251014,Portugal,selected_for_annotation
184,IMG_20251014_173942.jpg,20251014,Portugal,selected_for_annotation
185,IMG_20251014_153703.jpg,20251014,Portugal,selected_for_annotation
187,IMG_20251014_172836.jpg,20251014,Portugal,selected_for_annotation
188,IMG_20251014_164409.jpg,20251014,Portugal,selected_for_annotation
189,IMG_20251014_162120.jpg,20251014,Portugal,selected_for_annotation
190,IMG_20251014_174438.jpg,20251014,Portugal,selected_for_annotation
192,IMG_20251014_164807.jpg,20251014,Portugal,selected_for_annotation
193,IMG_20251014_163521.jpg,20251014,Portugal,selected_for_annotation
194,IMG_20251014_170122.jpg,20251014,Portugal,selected_for_annotation
195,IMG_20251014_162628.jpg,20251014,Portugal,selected_for_annotation
196,IMG_20251014_155328.jpg,20251014,Portugal,selected_for_annotation
197,IMG_20251014_174612.jpg,20251014,Portugal,selected_for_annotation
198,IMG_20251014_174608.jpg,20251014,Portugal,selected_for_annotation
199,IMG_20251014_171905.jpg,20251014,Portugal,selected_for_annotation
201,IMG_20251014_163205.jpg,20251014,Portugal,selected_for_annotation
202,IMG_20251014_151838.jpg,20251014,Portugal,selected_for_annotation
204,IMG_20251014_173317.jpg,20251014,Portugal,selected_for_annotation
205,IMG_20251014_153957.jpg,20251014,Portugal,selected_for_annotation
206,IMG_20251014_170655.jpg,20251014,Portugal,selected_for_annotation
207,IMG_20251014_171957.jpg,20251014,Portugal,selected_for_annotation
209,IMG_20251014_165254.jpg,20251014,Portugal,selected_for_annotation
210,IMG_20251014_163331.jpg,20251014,Portugal,selected_for_annotation
211,IMG_20251014_171352.jpg,20251014,Portugal,selected_for_annotation
214,IMG_20251014_171041.jpg,20251014,Portugal,selected_for_annotation
215,IMG_20251014_162603.jpg,20251014,Portugal,selected_for_annotation
218,IMG_20251014_154333.jpg,20251014,Portugal,selected_for_annotation
219,IMG_20251014_162547.jpg,20251014,Portugal,selected_for_annotation
220,IMG_20251014_155654.jpg,20251014,Portugal,selected_for_annotation
221,IMG_20251014_164200.jpg,20251014,Portugal,selected_for_annotation
224,IMG_20251014_164845.jpg,20251014,Portugal,selected_for_annotation
226,IMG_20251014_160833.jpg,20251014,Portugal,selected_for_annotation
228,IMG_20251014_171038.jpg,20251014,Portugal,selected_for_annotation
229,IMG_20251014_170849.jpg,20251014,Portugal,selected_for_annotation
230,IMG_20251014_155348.jpg,20251014,Portugal,selected_for_annotation
231,IMG_20251014_171737.jpg,20251014,Portugal,selected_for_annotation
232,IMG_20251014_155651.jpg,20251014,Portugal,selected_for_annotation
233,IMG_20251014_161812.jpg,20251014,Portugal,selected_for_annotation
234,IMG_20251014_171949.jpg,20251014,Portugal,selected_for_annotation
235,IMG_20251014_174532.jpg,20251014,Portugal,selected_for_annotation
236,IMG_20251014_163240.jpg,20251014,Portugal,selected_for_annotation
237,IMG_20251014_172049.jpg,20251014,Portugal,selected_for_annotation
238,IMG_20251014_172149.jpg,20251014,Portugal,selected_for_annotation
241,IMG_20251014_164258.jpg,20251014,Portugal,selected_for_annotation
242,IMG_20251014_171556.jpg,20251014,Portugal,selected_for_annotation
243,IMG_20251014_170838.jpg,20251014,Portugal,selected_for_annotation
245,IMG_20251014_165724.jpg,20251014,Portugal,selected_for_annotation
246,IMG_20251014_162719.jpg,20251014,Portugal,selected_for_annotation
248,IMG_20251014_170313.jpg,20251014,Portugal,selected_for_annotation
249,IMG_20251014_170241.jpg,20251014,Portugal,selected_for_annotation
251,IMG_20251014_172327.jpg,20251014,Portugal,selected_for_annotation
252,IMG_20251014_151658.jpg,20251014,Portugal,selected_for_annotation
253,IMG_20251014_154747.jpg,20251014,Portugal,selected_for_annotation
254,IMG_20251014_165651.jpg,20251014,Portugal,selected_for_annotation
255,IMG_20251014_165919.jpg,20251014,Portugal,selected_for_annotation
256,IMG_20251014_163720.jpg,20251014,Portugal,selected_for_annotation
257,IMG_20251014_163420.jpg,20251014,Portugal,selected_for_annotation
258,IMG_20251014_160131.jpg,20251014,Portugal,selected_for_annotation
259,IMG_20251014_155506.jpg,20251014,Portugal,selected_for_annotation
261,IMG_20251014_161556.jpg,20251014,Portugal,selected_for_annotation
262,IMG_20251014_163119.jpg,20251014,Portugal,selected_for_annotation
263,IMG_20251014_152248.jpg,20251014,Portugal,selected_for_annotation
266,IMG_20251014_163823.jpg,20251014,Portugal,selected_for_annotation
267,IMG_20251014_165016.jpg,20251014,Portugal,selected_for_annotation
268,IMG_20251014_154617.jpg,20251014,Portugal,selected_for_annotation
269,IMG_20251014_161939.jpg,20251014,Portugal,selected_for_annotation
270,IMG_20251014_170251.jpg,20251014,Portugal,selected_for_annotation
271,IMG_20251014_163346.jpg,20251014,Portugal,selected_for_annotation
272,IMG_20251014_161950.jpg,20251014,Portugal,selected_for_annotation
274,IMG_20251014_153227.jpg,20251014,Portugal,selected_for_annotation
275,IMG_20251014_170722.jpg,20251014,Portugal,selected_for_annotation
276,IMG_20251014_162840.jpg,20251014,Portugal,selected_for_annotation
278,IMG_20251014_161649.jpg,20251014,Portugal,selected_for_annotation
279,IMG_20251014_173543.jpg,20251014,Portugal,selected_for_annotation
280,IMG_20251014_160450.jpg,20251014,Portugal,selected_for_annotation
281,IMG_20251014_174631.jpg,20251014,Portugal,selected_for_annotation
283,IMG_20251014_170936.jpg,20251014,Portugal,selected_for_annotation
284,IMG_20251014_172011.jpg,20251014,Portugal,selected_for_annotation
285,IMG_20251014_172157.jpg,20251014,Portugal,selected_for_annotation
286,IMG_20251014_163826.jpg,20251014,Portugal,selected_for_annotation
287,IMG_20251014_161332.jpg,20251014,Portugal,selected_for_annotation
289,IMG_20251023_150337.jpg,20251023,Portugal,selected_for_annotation
290,IMG_20251023_145911.jpg,20251023,Portugal,selected_for_annotation
291,IMG_20251023_141913.jpg,20251023,Portugal,selected_for_annotation
292,IMG_20251023_145906.jpg,20251023,Portugal,selected_for_annotation
293,IMG_20251023_143345.jpg,20251023,Portugal,selected_for_annotation
294,IMG_20251023_150150.jpg,20251023,Portugal,selected_for_annotation
295,IMG_20251023_150117.jpg,20251023,Portugal,selected_for_annotation
296,IMG_20251023_150144.jpg,20251023,Portugal,selected_for_annotation
297,IMG_20251023_142935.jpg,20251023,Portugal,selected_for_annotation
298,IMG_20251023_150221.jpg,20251023,Portugal,selected_for_annotation
299,IMG_20251023_142213.jpg,20251023,Portugal,selected_for_annotation
